S.no.,user_id,tweet_id,username,location,following,followers,twt_created_at,total_tweets,retweet_count,text,hashtags,mentions,textblob_polarity,nltk_compound,avg_sentiment,textblob_sentiment,nltk_sentiment,priority
565,1072,1072,SurendarsinghN1,"Thane, India",5000,648,2022-11-07 19:51:44+00:00,1341,0,praying take flat pvt ltd hand take severe action ipc mpid act harassing cheating giving flat possession purchased flat owner,"[{'text': 'BrooklynPark', 'indices': [122, 135]}]","[{'screen_name': 'rashtrapatibhvn', 'name': 'President of India', 'id': 885487044243238912, 'id_str': '885487044243238912', 'indices': [0, 16]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [17, 26]}, {'screen_name': 'CMOMaharashtra', 'name': 'CMO Maharashtra', 'id': 2597666894, 'id_str': '2597666894', 'indices': [27, 42]}, {'screen_name': 'DGPMaharashtra', 'name': '‡§Æ‡§π‡§æ‡§∞‡§æ‡§∑‡•ç‡§ü‡•ç‡§∞ ‡§™‡•ã‡§≤‡•Ä‡§∏ - Maharashtra Police', 'id': 841645298577424384, 'id_str': '841645298577424384', 'indices': [43, 58]}, {'screen_name': 'EktaWorld', 'name': 'Ekta World', 'id': 1136253421, 'id_str': '1136253421', 'indices': [86, 96]}, {'screen_name': 'AshokGMohanani', 'name': 'Ashok Mohanani', 'id': 3196867569, 'id_str': '3196867569', 'indices': [106, 121]}]",0.00625,-0.3818,-1,1,-1,1
566,1074,1074,drthakker9,Bombay,4998,696,2022-11-07 19:35:45+00:00,141122,1,requesting pls modify payment department difficult make payment without help official help use automation interaction policy,"[{'text': 'BharatKosh', 'indices': [60, 71]}]","[{'screen_name': 'nsitharamanoffc', 'name': 'NSitharamanOffice', 'id': 912211757363367936, 'id_str': '912211757363367936', 'indices': [0, 16]}, {'screen_name': 'FinMinIndia', 'name': 'Ministry of Finance', 'id': 2613904818, 'id_str': '2613904818', 'indices': [17, 29]}, {'screen_name': 'PesoNagpur', 'name': 'PESO Nagpur', 'id': 803121951820550145, 'id_str': '803121951820550145', 'indices': [87, 98]}, {'screen_name': 'PiyushGoyal', 'name': 'Piyush Goyal', 'id': 1324334436, 'id_str': '1324334436', 'indices': [118, 130]}, {'screen_name': 'CimGOI', 'name': 'Minister of Commerce and Industry', 'id': 2534310320, 'id_str': '2534310320', 'indices': [131, 138]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [221, 230]}]",-0.5,-0.6923,-1,-1,-1,1
568,1847,1847,Jasvindr_Rawat,"New Delhi, India",32,5,2022-11-07 06:30:43+00:00,60,0,name jasvinder number proper add location gali sethi enclave mohan garden uttam nagar new delhi near sukar bazar sbi atm hanuman mandir wali gali already complaint application november,[],"[{'screen_name': 'MCD_Delhi', 'name': 'Municipal Corporation of Delhi', 'id': 1008443214758461440, 'id_str': '1008443214758461440', 'indices': [0, 10]}, {'screen_name': 'CMODelhi', 'name': 'CMO Delhi', 'id': 1242298980660178951, 'id_str': '1242298980660178951', 'indices': [11, 20]}, {'screen_name': 'dcwestzone', 'name': 'Dy. Commissioner West Zone MCD', 'id': 1547832181992857601, 'id_str': '1547832181992857601', 'indices': [21, 32]}, {'screen_name': 'CPCB_OFFICIAL', 'name': 'Central Pollution Control Board', 'id': 1056904937932709888, 'id_str': '1056904937932709888', 'indices': [33, 47]}, {'screen_name': 'DC_NGZMCD', 'name': 'Dy Commissioner, Najafgarh Zone, MCD', 'id': 1548914581678202880, 'id_str': '1548914581678202880', 'indices': [48, 58]}, {'screen_name': 'LtGovDelhi', 'name': 'LG Delhi', 'id': 815473030868545537, 'id_str': '815473030868545537', 'indices': [59, 70]}, {'screen_name': 'AAPDelhi', 'name': 'Aam Aadmi Party Delhi', 'id': 2299699574, 'id_str': '2299699574', 'indices': [71, 80]}, {'screen_name': 'ArvindKejriwal', 'name': 'Arvind Kejriwal', 'id': 405427035, 'id_str': '405427035', 'indices': [81, 96]}, {'screen_name': 'MlaMahinder', 'name': 'MLA Mahinder Yadav', 'id': 1305131749903683585, 'id_str': '1305131749903683585', 'indices': [97, 109]}, {'screen_name': 'ApniWestdelhi', 'name': 'APNI WEST DELHI', 'id': 1376041729887928325, 'id_str': '1376041729887928325', 'indices': [110, 124]}, {'screen_name': 'DPCC_pollution', 'name': 'Delhi Pollution Control Committee', 'id': 1062966155529347072, 'id_str': '1062966155529347072', 'indices': [125, 140]}, {'screen_name': 'SatyendarJain', 'name': 'Satyendar Jain', 'id': 362506755, 'id_str': '362506755', 'indices': [141, 155]}, {'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [156, 168]}]",-0.0159091,-0.2263,-1,-1,-1,1
569,1848,1848,ganga_vihar,,20,19,2022-11-06 17:37:06+00:00,1108,0,program waste tax payer money mcd nothing regarding waste management ground attending public complaint case mcd taking money hiding thing,[],"[{'screen_name': 'dcshahsouth', 'name': 'Deputy Commissioner, Shahdara South Zone', 'id': 1366341026282049538, 'id_str': '1366341026282049538', 'indices': [0, 12]}, {'screen_name': 'GyaneshBharti1', 'name': 'Gyanesh Bharti', 'id': 4455654073, 'id_str': '4455654073', 'indices': [13, 28]}, {'screen_name': 'MCD_Delhi', 'name': 'Municipal Corporation of Delhi', 'id': 1008443214758461440, 'id_str': '1008443214758461440', 'indices': [29, 39]}, {'screen_name': 'SBM_MCD', 'name': 'Swachh Survekshan MCD', 'id': 957621630238326784, 'id_str': '957621630238326784', 'indices': [40, 48]}]",-0.175,-0.8402,-1,-1,-1,1
571,1850,1850,TheDeepakDuggal,"New Delhi, India",539,136,2022-11-05 05:23:13+00:00,440,0,finally today yet mcd removed broken bench complaint july understand thanks bolu disappoint hou anyway instead dda mcd removed bench,[],"[{'screen_name': 'official_dda', 'name': 'Delhi Development Authority', 'id': 974254088325160960, 'id_str': '974254088325160960', 'indices': [0, 13]}, {'screen_name': 'MCD_Delhi', 'name': 'Municipal Corporation of Delhi', 'id': 1008443214758461440, 'id_str': '1008443214758461440', 'indices': [14, 24]}, {'screen_name': 'ManchNajafgarh', 'name': '‡§µ‡§ø‡§ï‡§æ‡§∏ ‡§Æ‡§Ç‡§ö', 'id': 965418362951086080, 'id_str': '965418362951086080', 'indices': [25, 40]}, {'screen_name': 'DelhiComplaint', 'name': 'Delhi Complaint', 'id': 1275042856613195782, 'id_str': '1275042856613195782', 'indices': [41, 56]}, {'screen_name': 'ArvindKejriwal', 'name': 'Arvind Kejriwal', 'id': 405427035, 'id_str': '405427035', 'indices': [57, 72]}]",-0.125,-0.6249,-1,-1,-1,0
573,1852,1852,TtajenderKumar,new delhi,30,13,2022-11-03 12:23:24+00:00,144,0,made following complaint mcd app till proper action taken anyone problem remains,[],"[{'screen_name': 'MCD_Delhi', 'name': 'Municipal Corporation of Delhi', 'id': 1008443214758461440, 'id_str': '1008443214758461440', 'indices': [139, 149]}, {'screen_name': 'AshwaniKumar_92', 'name': 'Ashwani Kumar', 'id': 728434197812019200, 'id_str': '728434197812019200', 'indices': [150, 166]}, {'screen_name': 'GyaneshBharti1', 'name': 'Gyanesh Bharti', 'id': 4455654073, 'id_str': '4455654073', 'indices': [167, 182]}, {'screen_name': 'LtGovDelhi', 'name': 'LG Delhi', 'id': 815473030868545537, 'id_str': '815473030868545537', 'indices': [183, 194]}, {'screen_name': 'SDMC_Official', 'name': 'SDMC_Official', 'id': 908637737703452673, 'id_str': '908637737703452673', 'indices': [196, 210]}, {'screen_name': 'rashtrapatibhvn', 'name': 'President of India', 'id': 885487044243238912, 'id_str': '885487044243238912', 'indices': [211, 227]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [228, 237]}, {'screen_name': 'ArvindKejriwal', 'name': 'Arvind Kejriwal', 'id': 405427035, 'id_str': '405427035', 'indices': [238, 253]}, {'screen_name': 'DCPSEastDelhi', 'name': 'DCP South East Delhi', 'id': 4824317152, 'id_str': '4824317152', 'indices': [254, 268]}, {'screen_name': 'dpcc', 'name': 'daryl', 'id': 61336452, 'id_str': '61336452', 'indices': [269, 274]}]",-0.05,-0.5994,-1,-1,-1,1
578,1858,1858,KhanSah38402986,,14,0,2022-11-01 14:36:34+00:00,3,0,made complaint makds portal without inquiry complaint disposed complaint colony khayala man already built building building much corruption mcd,[],"[{'screen_name': 'MCD_Delhi', 'name': 'Municipal Corporation of Delhi', 'id': 1008443214758461440, 'id_str': '1008443214758461440', 'indices': [263, 273]}]",-0.175,-0.6808,-1,-1,-1,1
580,1860,1860,sksainivkp,,26,15,2022-11-01 09:04:46+00:00,97,1,street light gulmohar apart vikas puri working week atul jha never picked phone taking action complaint,[],"[{'screen_name': 'MCD_Delhi', 'name': 'Municipal Corporation of Delhi', 'id': 1008443214758461440, 'id_str': '1008443214758461440', 'indices': [0, 10]}]",0.06666667,-0.296,-1,1,-1,1
581,1861,1861,ujjwals050,delhi,8,0,2022-10-31 18:46:01+00:00,92,0,kab theek hoga yeh citizen shared mcd complaint support complaint voting,[],"[{'screen_name': 'MCD_Delhi', 'name': 'Municipal Corporation of Delhi', 'id': 1008443214758461440, 'id_str': '1008443214758461440', 'indices': [0, 10]}, {'screen_name': 'LtGovDelhi', 'name': 'LG Delhi', 'id': 815473030868545537, 'id_str': '815473030868545537', 'indices': [11, 22]}, {'screen_name': 'AshwaniKumar_92', 'name': 'Ashwani Kumar', 'id': 728434197812019200, 'id_str': '728434197812019200', 'indices': [23, 39]}, {'screen_name': 'GyaneshBharti1', 'name': 'Gyanesh Bharti', 'id': 4455654073, 'id_str': '4455654073', 'indices': [40, 55]}]",-0.3,0.1779,-1,-1,1,1
585,1896,1896,eraviteja,PAN INDIA,720,218,2022-11-08 09:01:49+00:00,1589,0,rather quantity quality alao required especially aiims stop travelling need strengthen regional aiims,"[{'text': 'purvanchal', 'indices': [77, 88]}, {'text': 'madhyanchal', 'indices': [95, 107]}, {'text': 'delhi', 'indices': [127, 133]}, {'text': 'AIIMS', 'indices': [138, 144]}]",[],0,-0.046,-1,0,-1,0
586,1899,1899,hsbisht1981,"Mehrauli, New Delhi",100,14,2022-11-07 05:04:45+00:00,43,0,name harish bisht address green apartment mehrauli ward near multan dharamsala contact issue continuous sewerage issue road issue,[],"[{'screen_name': 'DelhiJalBoard', 'name': 'Delhi Jal Board', 'id': 3310721342, 'id_str': '3310721342', 'indices': [0, 14]}, {'screen_name': 'MCD_Delhi', 'name': 'Municipal Corporation of Delhi', 'id': 1008443214758461440, 'id_str': '1008443214758461440', 'indices': [15, 25]}, {'screen_name': 'DelhiComplaint', 'name': 'Delhi Complaint', 'id': 1275042856613195782, 'id_str': '1275042856613195782', 'indices': [26, 41]}, {'screen_name': 'MLA_NareshYadav', 'name': 'Naresh Yadav MLA AAP', 'id': 111645152, 'id_str': '111645152', 'indices': [42, 58]}]",-0.05,0,-1,-1,0,1
591,1904,1904,RiteshKumar0590,,28,24,2022-11-06 03:59:11+00:00,948,0,sho parasnath corrupt police peron took lakh via beat police divide taking action bcz many police peron involved black mailing lost lakh due black mailing,[],"[{'screen_name': 'iamsumitkaushik', 'name': 'sumit kaushik', 'id': 1246478958, 'id_str': '1246478958', 'indices': [0, 16]}, {'screen_name': 'DelhiComplaint', 'name': 'Delhi Complaint', 'id': 1275042856613195782, 'id_str': '1275042856613195782', 'indices': [17, 32]}, {'screen_name': 'DelhiJalBoard', 'name': 'Delhi Jal Board', 'id': 3310721342, 'id_str': '3310721342', 'indices': [33, 47]}, {'screen_name': 'ParasNa88795425', 'name': 'Paras Nath Verma', 'id': 1330556435772502023, 'id_str': '1330556435772502023', 'indices': [89, 105]}, {'screen_name': 'DelhiPolice', 'name': 'Delhi Police', 'id': 1850705408, 'id_str': '1850705408', 'indices': [174, 186]}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [304, 317]}]",-0.0597222,-0.3182,-1,-1,-1,1
592,1905,1905,RiteshKumar0590,,28,24,2022-11-06 03:56:11+00:00,948,0,sho parasnath corrupt police peron took lakh via beat police divide taking action bcz many police peron involved black mailing lost lakh due black mailing,[],"[{'screen_name': 'DelhiComplaint', 'name': 'Delhi Complaint', 'id': 1275042856613195782, 'id_str': '1275042856613195782', 'indices': [0, 15]}, {'screen_name': 'muzakkir_aap', 'name': 'Muzakkir Alam', 'id': 2770738285, 'id_str': '2770738285', 'indices': [16, 29]}, {'screen_name': 'DelhiJalBoard', 'name': 'Delhi Jal Board', 'id': 3310721342, 'id_str': '3310721342', 'indices': [30, 44]}, {'screen_name': 'MCD_Delhi', 'name': 'Municipal Corporation of Delhi', 'id': 1008443214758461440, 'id_str': '1008443214758461440', 'indices': [45, 55]}, {'screen_name': 'ParasNa88795425', 'name': 'Paras Nath Verma', 'id': 1330556435772502023, 'id_str': '1330556435772502023', 'indices': [97, 113]}, {'screen_name': 'DelhiPolice', 'name': 'Delhi Police', 'id': 1850705408, 'id_str': '1850705408', 'indices': [182, 194]}]",-0.0597222,-0.3182,-1,-1,-1,1
593,1906,1906,RiteshKumar0590,,28,24,2022-11-06 03:55:53+00:00,948,0,sho parasnath corrupt police peron took lakh via beat police divide taking action bcz many police peron involved black mailing lost lakh due black mailing,[],"[{'screen_name': 'SwatiJaiHind', 'name': 'Swati Maliwal', 'id': 281902422, 'id_str': '281902422', 'indices': [0, 13]}, {'screen_name': 'DelhiComplaint', 'name': 'Delhi Complaint', 'id': 1275042856613195782, 'id_str': '1275042856613195782', 'indices': [14, 29]}, {'screen_name': 'ParasNa88795425', 'name': 'Paras Nath Verma', 'id': 1330556435772502023, 'id_str': '1330556435772502023', 'indices': [71, 87]}, {'screen_name': 'DelhiPolice', 'name': 'Delhi Police', 'id': 1850705408, 'id_str': '1850705408', 'indices': [156, 168]}]",-0.0597222,-0.3182,-1,-1,-1,1
607,1924,1924,SachMein2,,29,0,2022-11-04 14:46:53+00:00,18,0,lair metro staff scam also govt scam rupe value big still one return,[],"[{'screen_name': 'DelhiComplaint', 'name': 'Delhi Complaint', 'id': 1275042856613195782, 'id_str': '1275042856613195782', 'indices': [0, 15]}, {'screen_name': 'delhimetrofan', 'name': 'Delhi Metro fan', 'id': 3256977517, 'id_str': '3256977517', 'indices': [16, 30]}, {'screen_name': 'ArvindKejriwal', 'name': 'Arvind Kejriwal', 'id': 405427035, 'id_str': '405427035', 'indices': [31, 46]}, {'screen_name': 'Metro', 'name': 'Metro', 'id': 59474665, 'id_str': '59474665', 'indices': [47, 53]}, {'screen_name': 'kgahlot', 'name': 'Kailash Gahlot', 'id': 138654777, 'id_str': '138654777', 'indices': [54, 62]}, {'screen_name': 'OfficialDMRC', 'name': 'Delhi Metro Rail Corporation I ‡§ï‡•É‡§™‡§Ø‡§æ ‡§Æ‡§æ‡§∏‡•ç‡§ï ‡§™‡§π‡§®‡•á‡§Çüò∑', 'id': 1065550596818657280, 'id_str': '1065550596818657280', 'indices': [63, 76]}]",0,-0.7184,-1,0,-1,0
617,1935,1935,Sam_libra29,"New Delhi, India",99,14,2022-11-03 09:57:38+00:00,28,0,happening air pollution delhi nothing short crime humanity school kid total collapse accountability minister,[],"[{'screen_name': 'LtGovDelhi', 'name': 'LG Delhi', 'id': 815473030868545537, 'id_str': '815473030868545537', 'indices': [185, 196]}, {'screen_name': 'msisodia', 'name': 'Manish Sisodia', 'id': 30417501, 'id_str': '30417501', 'indices': [197, 206]}, {'screen_name': 'DelhiComplaint', 'name': 'Delhi Complaint', 'id': 1275042856613195782, 'id_str': '1275042856613195782', 'indices': [207, 222]}]",0,-0.09,-1,0,-1,1
631,1949,1949,x_iamwhatiam_x,,174,61,2022-11-02 09:17:58+00:00,4422,1,sad part responsible citizen none responded bound live system,[],"[{'screen_name': 'AapKaGopaIRaj', 'name': 'AAP_‡§ó‡•ã‡§™‡§æ‡§≤ ‡§∞‡§æ‡§Ø', 'id': 2462981876, 'id_str': '2462981876', 'indices': [0, 14]}, {'screen_name': 'DelhiComplaint', 'name': 'Delhi Complaint', 'id': 1275042856613195782, 'id_str': '1275042856613195782', 'indices': [15, 30]}, {'screen_name': 'DPCC_pollution', 'name': 'Delhi Pollution Control Committee', 'id': 1062966155529347072, 'id_str': '1062966155529347072', 'indices': [31, 46]}, {'screen_name': 'Delhi_Pollution', 'name': 'DelhiPollution', 'id': 715684626606325760, 'id_str': '715684626606325760', 'indices': [47, 63]}, {'screen_name': 'CleanAirDelhi', 'name': 'Pollution Free Delhi', 'id': 4628153048, 'id_str': '4628153048', 'indices': [64, 78]}, {'screen_name': 'SBM_MCD', 'name': 'Swachh Survekshan MCD', 'id': 957621630238326784, 'id_str': '957621630238326784', 'indices': [79, 87]}, {'screen_name': 'LtGovDelhi', 'name': 'LG Delhi', 'id': 815473030868545537, 'id_str': '815473030868545537', 'indices': [88, 99]}, {'screen_name': 'Dmsoutheastdelh', 'name': 'DEO/DM South-East, Delhi', 'id': 1106458280786718720, 'id_str': '1106458280786718720', 'indices': [100, 116]}]",-0.0545455,-0.2023,-1,-1,-1,0
635,1954,1954,SagarAn94945122,"New Delhi, India",16,6,2022-11-01 19:17:52+00:00,782,0,road bara hindu hospital till office mcd civil line zone still darkness pole dangerous road sharp curve,[],"[{'screen_name': 'LtGovDelhi', 'name': 'LG Delhi', 'id': 815473030868545537, 'id_str': '815473030868545537', 'indices': [0, 11]}, {'screen_name': 'AshwaniKumar_92', 'name': 'Ashwani Kumar', 'id': 728434197812019200, 'id_str': '728434197812019200', 'indices': [12, 28]}, {'screen_name': 'GyaneshBharti1', 'name': 'Gyanesh Bharti', 'id': 4455654073, 'id_str': '4455654073', 'indices': [29, 44]}, {'screen_name': 'MCDdelhi', 'name': 'MCD Delhi', 'id': 732289115245305857, 'id_str': '732289115245305857', 'indices': [45, 54]}, {'screen_name': 'tatapower_ddl', 'name': 'Tata Power - DDL', 'id': 3322294153, 'id_str': '3322294153', 'indices': [55, 69]}, {'screen_name': 'CitySpzone', 'name': 'City Sadar Paharganj Zone', 'id': 1064806340915224577, 'id_str': '1064806340915224577', 'indices': [70, 81]}, {'screen_name': 'DelhiComplaint', 'name': 'Delhi Complaint', 'id': 1275042856613195782, 'id_str': '1275042856613195782', 'indices': [82, 97]}]",-0.3625,-0.6249,-1,-1,-1,1
637,1956,1956,RiteshKumar0590,,28,24,2022-11-01 12:55:42+00:00,948,0,hai chor sath deta hai piche leta hai kindly take action corrupt police peron iske waja aaj mai depression medicine raha lost lakh due black mailing,[],"[{'screen_name': 'ParasNa88795425', 'name': 'Paras Nath Verma', 'id': 1330556435772502023, 'id_str': '1330556435772502023', 'indices': [0, 16]}, {'screen_name': 'DelhiPolice', 'name': 'Delhi Police', 'id': 1850705408, 'id_str': '1850705408', 'indices': [77, 89]}, {'screen_name': 'SanjaySingh_IPS', 'name': 'Sanjay Singh', 'id': 1306577497673232384, 'id_str': '1306577497673232384', 'indices': [90, 106]}, {'screen_name': 'DelhiComplaint', 'name': 'Delhi Complaint', 'id': 1275042856613195782, 'id_str': '1275042856613195782', 'indices': [107, 122]}]",-0.0183333,-0.4215,-1,-1,-1,1
638,1957,1957,siddeshwarjirli,"Karnataka, India",68,64,2022-11-01 10:42:33+00:00,84,5,bagalkote district always deprived facility even year district request bagalkote need,"[{'text': 'AIIMSforBAGALKOTE', 'indices': [105, 123]}, {'text': 'aiims', 'indices': [156, 162]}, {'text': 'KannadaRajyothsava', 'indices': [163, 182]}]","[{'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [183, 196]}, {'screen_name': 'mansukhmandviya', 'name': 'Dr Mansukh Mandaviya', 'id': 432697203, 'id_str': '432697203', 'indices': [197, 213]}, {'screen_name': 'CMofKarnataka', 'name': 'CM of Karnataka', 'id': 2713703797, 'id_str': '2713703797', 'indices': [214, 228]}, {'screen_name': 'CCPatilBJP', 'name': 'C C Patil', 'id': 1032828625513373697, 'id_str': '1032828625513373697', 'indices': [229, 240]}]",0,-0.4767,-1,0,-1,1
644,2121,2121,drabhishekjain,"New Delhi, India",500,561,2022-11-04 13:56:48+00:00,8154,1,complaint top urgent loose dust deteriorating causing respiratory health hazard child please look solving problem suggest add smog tower meter front school sec,"[{'text': 'AQI', 'indices': [78, 82]}, {'text': 'Gurgaon', 'indices': [271, 279]}]","[{'screen_name': 'CPCB_OFFICIAL', 'name': 'Central Pollution Control Board', 'id': 1056904937932709888, 'id_str': '1056904937932709888', 'indices': [0, 14]}, {'screen_name': 'rakeshdaultabad', 'name': 'MLA Rakesh Daultabad', 'id': 1936417698, 'id_str': '1936417698', 'indices': [135, 151]}]",0.00576923,-0.2732,-1,1,-1,1
645,2128,2128,SwatchDelhi,,62,1,2022-11-04 02:37:04+00:00,11,0,action een taken complain complaint complaint raised sameer app loc subhash nagar del,"[{'text': 'delhicomplaint', 'indices': [240, 255]}]","[{'screen_name': 'LtGovDelhi', 'name': 'LG Delhi', 'id': 815473030868545537, 'id_str': '815473030868545537', 'indices': [139, 150]}, {'screen_name': 'CMODelhi', 'name': 'CMO Delhi', 'id': 1242298980660178951, 'id_str': '1242298980660178951', 'indices': [151, 160]}, {'screen_name': 'ArvindKejriwal', 'name': 'Arvind Kejriwal', 'id': 405427035, 'id_str': '405427035', 'indices': [161, 176]}, {'screen_name': 'SDMC_Official', 'name': 'SDMC_Official', 'id': 908637737703452673, 'id_str': '908637737703452673', 'indices': [177, 191]}, {'screen_name': 'OfficialSdmc', 'name': 'SD·¥çC', 'id': 1462414887200587780, 'id_str': '1462414887200587780', 'indices': [193, 206]}, {'screen_name': 'DPCC_pollution', 'name': 'Delhi Pollution Control Committee', 'id': 1062966155529347072, 'id_str': '1062966155529347072', 'indices': [208, 223]}, {'screen_name': 'CPCB_OFFICIAL', 'name': 'Central Pollution Control Board', 'id': 1056904937932709888, 'id_str': '1056904937932709888', 'indices': [225, 239]}]",-0.1666667,-0.7096,-1,-1,-1,1
646,2130,2130,SharmaS13491293,,27,4,2022-11-03 11:15:06+00:00,302,1,complaint mount carmel school muradnagar distt ghaziabad burning school waste pit past many year smoke causing big trouble people living nearby please take necessary action stop,[],"[{'screen_name': 'CPCB_OFFICIAL', 'name': 'Central Pollution Control Board', 'id': 1056904937932709888, 'id_str': '1056904937932709888', 'indices': [0, 14]}]",-0.04375,-0.765,-1,-1,-1,1
647,2159,2159,ankyarora9555,"New Delhi, India",506,17,2022-11-01 00:36:03+00:00,2891,0,road number totally damaged side year complaint pending reported multiple time action taken pwd shivaji college road raghubir nagar tagore garden extension delhi damaged road dust pollution,[],"[{'screen_name': 'CPCB_OFFICIAL', 'name': 'Central Pollution Control Board', 'id': 1056904937932709888, 'id_str': '1056904937932709888', 'indices': [0, 14]}, {'screen_name': 'DelhiPwd', 'name': 'PWD Delhi', 'id': 763629353968234496, 'id_str': '763629353968234496', 'indices': [15, 24]}]",-0.05,-0.8067,-1,-1,-1,1
648,2431,2431,SagarAn94945122,"New Delhi, India",16,6,2022-11-07 09:41:29+00:00,783,2,open fire garbage park waste causing polluted smogg openly area opposite mcd parking hindu rao hospital,[],"[{'screen_name': 'LtGovDelhi', 'name': 'LG Delhi', 'id': 815473030868545537, 'id_str': '815473030868545537', 'indices': [0, 11]}, {'screen_name': 'CitySpzone', 'name': 'City Sadar Paharganj Zone', 'id': 1064806340915224577, 'id_str': '1064806340915224577', 'indices': [12, 23]}, {'screen_name': 'DPCC_pollution', 'name': 'Delhi Pollution Control Committee', 'id': 1062966155529347072, 'id_str': '1062966155529347072', 'indices': [24, 39]}, {'screen_name': 'CPCB_OFFICIAL', 'name': 'Central Pollution Control Board', 'id': 1056904937932709888, 'id_str': '1056904937932709888', 'indices': [40, 54]}, {'screen_name': 'MCD_Delhi', 'name': 'Municipal Corporation of Delhi', 'id': 1008443214758461440, 'id_str': '1008443214758461440', 'indices': [55, 65]}, {'screen_name': 'JagranNews', 'name': 'Dainik Jagran', 'id': 64639742, 'id_str': '64639742', 'indices': [66, 77]}, {'screen_name': 'htTweets', 'name': 'Hindustan Times', 'id': 36327407, 'id_str': '36327407', 'indices': [78, 87]}, {'screen_name': 'ndtvindia', 'name': 'NDTV India', 'id': 321271735, 'id_str': '321271735', 'indices': [88, 98]}, {'screen_name': 'punjabkesari', 'name': 'Punjab Kesari', 'id': 80304808, 'id_str': '80304808', 'indices': [99, 112]}, {'screen_name': 'CMODelhi_Shadow', 'name': 'Delhi CM Shadow', 'id': 3017320867, 'id_str': '3017320867', 'indices': [113, 129]}, {'screen_name': 'BJPForDelhi', 'name': 'BJPForDelhi', 'id': 2788079407, 'id_str': '2788079407', 'indices': [130, 142]}, {'screen_name': 'JPBhaiBJP', 'name': 'Jai Prakash', 'id': 998213193548869632, 'id_str': '998213193548869632', 'indices': [143, 153]}]",-0.05,-0.802,-1,-1,-1,1
652,11,11,Urmalhotra,Delhi ,417,2124,2022-11-03 03:48:49+00:00,31873,0,estimated magnitude earthquake affected country nepal india china kalukheti nepal isro bhuvan,[],"[{'screen_name': 'mansukhmandviya', 'name': 'Dr Mansukh Mandaviya', 'id': 432697203, 'id_str': '432697203', 'indices': [0, 16]}, {'screen_name': 'pmo', 'name': 'pmo', 'id': 12407832, 'id_str': '12407832', 'indices': [17, 21]}, {'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [22, 34]}]",0,-0.1531,-1,0,-1,0
653,59,59,RoverBholu,"Cuttack, India",172,28,2022-11-07 07:11:26+00:00,5478,0,ever travelled mumbai road car pathetic full pothole badly constructed pls reality check making big statement,[],"[{'screen_name': 'raosaheboffice', 'name': 'Office of Raosaheb Patil Danve', 'id': 1186237089920311298, 'id_str': '1186237089920311298', 'indices': [0, 15]}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [16, 29]}, {'screen_name': 'RailMinIndia', 'name': 'Ministry of Railways', 'id': 2602959463, 'id_str': '2602959463', 'indices': [30, 43]}]",-0.3375,-0.7579,-1,-1,-1,1
